Generation,Average Fitness,Best Fitness
268,0.386395,0.9
269,0.410377,0.75
270,0.398218,1.0
271,0.356115,0.85
272,0.38759,0.683333
273,0.332378,0.7
274,0.401685,0.9
275,0.421146,1.0
276,0.393208,0.875
277,0.439056,0.933333
278,0.383114,0.783333
279,0.422835,1.0
280,0.374361,0.866667
281,0.417734,0.95
282,0.486378,1.0
283,0.387714,1.0
284,0.377628,1.0
285,0.38131,1.0
286,0.39138,0.8
287,0.398011,0.783333
288,0.395945,0.883333
289,0.385235,1.0
290,0.399055,1.0
291,0.391502,0.65
292,0.378263,0.85
293,0.425015,1.0
294,0.39632,0.833333
295,0.381852,0.766667
296,0.437931,0.933333
297,0.410827,0.85
298,0.405078,0.9
299,0.409164,1.0
300,0.434647,0.8
301,0.329705,0.95
302,0.366455,0.75
303,0.407284,0.95
304,0.334506,0.833333
305,0.357019,0.9
306,0.347261,1.0
307,0.383647,0.95
308,0.336753,0.6
309,0.363131,0.65
310,0.354353,0.783333
311,0.428536,1.0
312,0.378114,1.0
313,0.428155,1.0
314,0.448773,1.0
315,0.48501,1.0
316,0.461353,1.0
317,0.380031,0.85
318,0.449696,0.858333
319,0.397274,1.0
320,0.37611,0.7
321,0.386302,0.733333
322,0.473339,1.0
323,0.309343,0.7
324,0.322501,0.716667
325,0.340884,0.816667
326,0.347319,0.708333
327,0.354957,0.85
328,0.36553,0.6
329,0.37836,0.825
330,0.366533,0.85
331,0.407287,0.708333
332,0.371775,0.933333
333,0.361105,0.691667
334,0.41659,0.85
335,0.344539,1.0
336,0.361705,0.866667
337,0.355958,0.75
338,0.329559,0.658333
339,0.344689,0.733333
340,0.344479,0.833333
341,0.359993,0.764286
342,0.430232,0.95
343,0.385945,1.0
344,0.313847,0.697619
345,0.379999,1.0
346,0.385504,0.833333
347,0.349297,0.85
348,0.324154,1.0
349,0.369696,0.95
350,0.382151,1.0
351,0.354908,0.741667
352,0.363591,1.0
353,0.36818,0.85
354,0.401335,0.9
355,0.493353,0.95
356,0.420775,1.0
357,0.456762,1.0
358,0.364786,0.628333
359,0.362753,0.833333
360,0.350236,0.9
361,0.380901,0.85
362,0.314338,0.733333
363,0.415434,0.925
364,0.350828,0.95
365,0.435997,1.0
366,0.447288,1.0
367,0.431423,0.816667
368,0.452012,0.733333
369,0.448786,1.0
370,0.408183,1.0
371,0.448964,1.0
372,0.42133,0.933333
373,0.363534,0.783333
374,0.419971,1.0
375,0.453598,0.95
376,0.429778,1.0
377,0.433315,1.0
378,0.514566,1.0
379,0.532441,1.0
380,0.462533,0.95
381,0.426135,1.0
382,0.435913,0.858333
383,0.345144,1.0
384,0.419009,0.75
385,0.44285,0.75
386,0.41193,1.0
387,0.374248,0.67619
388,0.44793,1.0
389,0.432694,0.95
390,0.435745,1.0
391,0.477963,0.833333
392,0.404929,1.0
393,0.414972,0.95
394,0.414351,0.95
395,0.394984,0.733333
396,0.400495,0.683333
397,0.376533,1.0
398,0.397275,0.706667
399,0.380918,0.733333
400,0.471431,1.0
401,0.459127,1.0
402,0.415243,1.0
403,0.410447,0.833333
404,0.41204,0.783333
405,0.409054,0.95
406,0.433931,1.0
407,0.446683,1.0
408,0.448935,0.95
409,0.425005,1.0
410,0.466775,1.0
411,0.423668,0.95
412,0.439339,0.95
413,0.478542,1.0
414,0.431554,1.0
415,0.449889,1.0
416,0.479135,1.0
417,0.514401,0.9
418,0.505266,1.0
419,0.448939,0.933333
420,0.433284,0.75
421,0.408315,0.9
422,0.390107,0.76
423,0.395935,0.95
424,0.328745,0.608333
425,0.38011,0.791667
426,0.369693,0.733333
427,0.385813,0.833333
428,0.370993,0.7
429,0.363842,0.631667
430,0.383838,1.0
431,0.408238,0.816667
432,0.426899,0.9
433,0.438447,1.0
434,0.432983,1.0
435,0.339768,0.654286
436,0.432961,0.9
437,0.430096,1.0
438,0.375431,0.725
439,0.414952,0.9
440,0.391995,0.816667
441,0.425237,0.808333
442,0.477217,1.0
443,0.44148,1.0
444,0.443799,0.95
445,0.37887,0.883333
446,0.429607,0.716667
447,0.442337,1.0
448,0.450361,0.833333
449,0.45271,1.0
450,0.355529,0.683333
451,0.413766,1.0
452,0.364044,0.795
453,0.455408,1.0
454,0.430883,0.85
455,0.408569,0.95
456,0.413738,0.75
457,0.442353,1.0
458,0.463251,0.95
459,0.421099,1.0
460,0.420996,1.0
461,0.404882,0.8
462,0.413495,0.95
463,0.442528,1.0
464,0.435807,1.0
465,0.446038,1.0
466,0.419587,0.925
467,0.42812,1.0
468,0.443761,0.75
