Generation,Average Fitness,Best Fitness
363,0.435249,1.0
364,0.504955,0.9
365,0.459933,0.85
366,0.523008,1.0
367,0.546928,1.0
368,0.461854,1.0
369,0.414723,1.0
370,0.500927,1.0
371,0.433618,1.0
372,0.450151,1.0
373,0.519466,0.9
374,0.476089,0.95
375,0.534914,1.0
376,0.509327,1.0
377,0.600795,1.0
378,0.519242,1.0
379,0.519841,1.0
380,0.634079,1.0
381,0.529684,0.95
382,0.53154,1.0
383,0.515508,1.0
384,0.451738,0.816667
385,0.499366,1.0
386,0.489903,1.0
387,0.455243,0.8
388,0.432585,0.766667
389,0.410513,0.733333
390,0.394175,1.0
391,0.506224,1.0
392,0.46206,0.9
393,0.487016,0.783333
394,0.412202,1.0
395,0.461045,1.0
396,0.465017,0.95
397,0.422684,1.0
398,0.459102,1.0
399,0.471293,1.0
400,0.440352,0.85
401,0.509808,1.0
402,0.449791,1.0
403,0.519772,1.0
404,0.499898,0.9
405,0.53243,1.0
406,0.54073,1.0
407,0.619302,1.0
408,0.5275,1.0
409,0.48097,0.95
410,0.504714,1.0
411,0.46116,1.0
412,0.537025,1.0
413,0.582559,1.0
414,0.685667,1.0
415,0.584476,1.0
416,0.577786,1.0
417,0.564464,1.0
418,0.606092,1.0
419,0.538452,1.0
420,0.468218,1.0
421,0.45484,0.95
422,0.48329,1.0
423,0.520131,1.0
424,0.500418,1.0
425,0.446071,0.95
426,0.468498,0.85
427,0.464355,1.0
428,0.444902,0.85
429,0.388134,0.75
430,0.392968,0.95
431,0.452006,0.95
432,0.397012,0.8
433,0.447667,0.9
434,0.451412,0.933333
435,0.462915,0.95
436,0.4185,1.0
437,0.471282,0.8
438,0.505859,0.866667
439,0.439899,1.0
440,0.432419,0.95
441,0.468268,1.0
442,0.451095,1.0
443,0.462541,1.0
444,0.423774,1.0
445,0.428688,1.0
446,0.522885,1.0
447,0.389416,0.766667
448,0.460827,0.7
449,0.437092,0.85
450,0.462568,0.95
451,0.440365,0.9
452,0.401022,0.85
453,0.454749,0.95
454,0.504552,1.0
455,0.433906,0.728333
456,0.442951,1.0
457,0.540493,1.0
458,0.50547,1.0
459,0.519154,0.95
460,0.455146,0.9
461,0.426861,0.75
462,0.463114,0.85
463,0.48179,0.85
464,0.525926,0.9
465,0.591523,1.0
466,0.501884,0.85
467,0.478414,1.0
468,0.513447,1.0
469,0.493159,1.0
470,0.424085,1.0
471,0.42702,0.8
472,0.384828,0.85
473,0.454867,1.0
474,0.493532,1.0
475,0.514585,0.833333
476,0.523585,1.0
477,0.453359,0.9
478,0.490361,1.0
479,0.468989,0.8
480,0.45271,0.7
481,0.48071,0.85
482,0.471886,1.0
483,0.440647,0.925
484,0.449968,0.85
485,0.423703,0.75
486,0.457917,1.0
487,0.450466,0.9
488,0.527621,1.0
489,0.466012,0.95
490,0.469852,1.0
491,0.498786,1.0
492,0.494563,1.0
493,0.578936,1.0
494,0.499282,1.0
495,0.4752,0.8
496,0.518194,0.9
497,0.488858,1.0
498,0.494651,1.0
499,0.567081,1.0
500,0.564386,1.0
501,0.534857,1.0
502,0.521193,1.0
503,0.471579,1.0
504,0.508258,1.0
505,0.563436,1.0
506,0.534116,1.0
507,0.486319,1.0
508,0.442396,1.0
509,0.476292,1.0
510,0.409397,0.866667
511,0.52355,1.0
512,0.470025,1.0
513,0.490655,0.883333
514,0.521181,1.0
515,0.484081,1.0
516,0.496923,1.0
517,0.612093,1.0
518,0.492427,1.0
519,0.480628,1.0
520,0.470262,0.933333
521,0.523787,1.0
522,0.543109,1.0
523,0.551643,1.0
524,0.487302,0.816667
525,0.534923,1.0
526,0.506527,0.9
527,0.549206,1.0
528,0.597778,1.0
529,0.459232,1.0
530,0.56016,1.0
531,0.543579,1.0
532,0.483683,0.95
533,0.484622,0.9
534,0.42199,0.8
535,0.465193,0.85
536,0.518057,0.883333
537,0.374429,0.741667
538,0.442729,0.866667
539,0.422744,1.0
540,0.395851,0.7
541,0.454356,1.0
542,0.414455,1.0
543,0.399649,1.0
544,0.435329,0.9
545,0.476032,1.0
546,0.50402,1.0
547,0.479757,0.85
548,0.426273,0.775
549,0.412216,0.816667
550,0.465355,1.0
551,0.40085,0.8
552,0.490238,1.0
553,0.445807,0.883333
554,0.447194,0.883333
555,0.478749,0.95
556,0.467874,0.85
557,0.441321,0.7
558,0.504779,1.0
559,0.423315,0.766667
560,0.509951,1.0
561,0.452119,1.0
562,0.506204,1.0
563,0.441923,1.0
564,0.446217,0.85
565,0.43237,0.95
566,0.527702,1.0
567,0.496005,1.0
568,0.550016,1.0
569,0.484191,1.0
570,0.501929,0.933333
571,0.562258,1.0
572,0.602952,1.0
573,0.535198,1.0
574,0.523762,1.0
575,0.502405,1.0
576,0.527365,1.0
577,0.521464,1.0
578,0.615675,1.0
579,0.499556,1.0
