Generation,Average Fitness,Best Fitness
276,0.445768,1.0
277,0.443705,1.0
278,0.440025,0.858333
279,0.420733,0.85
280,0.466881,0.733333
281,0.385611,0.608333
282,0.438183,1.0
283,0.367767,0.616667
284,0.461107,0.95
285,0.421282,0.833333
286,0.443222,1.0
287,0.452317,0.9
288,0.468113,1.0
289,0.424624,1.0
290,0.41677,1.0
291,0.427823,0.808333
292,0.46214,0.95
293,0.431924,0.85
294,0.403561,0.933333
295,0.41407,0.95
296,0.432908,0.816667
297,0.432433,1.0
298,0.464046,1.0
299,0.489765,0.9
300,0.446368,1.0
301,0.442817,0.85
302,0.482425,1.0
303,0.519496,1.0
304,0.432156,1.0
305,0.476311,0.95
306,0.419714,0.866667
307,0.403692,0.833333
308,0.370172,0.566667
309,0.422281,0.766667
310,0.402592,0.725
311,0.414233,1.0
312,0.419175,1.0
313,0.415552,1.0
314,0.49484,0.95
315,0.465013,0.933333
316,0.51639,0.883333
317,0.461588,1.0
318,0.372969,0.95
319,0.428835,0.883333
320,0.484598,1.0
321,0.399612,1.0
322,0.418087,0.9
323,0.416291,0.816667
324,0.510905,1.0
325,0.396996,0.716667
326,0.453298,1.0
327,0.571897,1.0
328,0.471002,1.0
329,0.437651,1.0
330,0.437325,1.0
331,0.440794,0.9
332,0.415266,0.758333
333,0.539572,1.0
334,0.457537,1.0
335,0.423556,0.95
336,0.45177,0.933333
337,0.393913,1.0
338,0.438235,0.683333
339,0.464838,1.0
340,0.418706,0.7
341,0.427133,0.783333
342,0.499079,0.95
343,0.427992,0.933333
344,0.503911,0.9
345,0.462949,0.95
346,0.489722,0.8
347,0.400426,0.7
348,0.426444,0.783333
349,0.493815,1.0
350,0.437786,0.95
351,0.451046,0.9
352,0.482521,1.0
353,0.54236,1.0
354,0.377883,1.0
355,0.489591,0.816667
356,0.460959,0.95
357,0.465224,1.0
358,0.455478,1.0
359,0.410986,0.85
360,0.435606,1.0
361,0.375045,0.733333
362,0.459356,0.75
363,0.393367,0.95
364,0.450031,1.0
365,0.486038,0.95
366,0.460626,0.9
367,0.424091,0.883333
368,0.451562,0.9
369,0.512798,1.0
370,0.463176,1.0
371,0.446068,1.0
372,0.446196,1.0
373,0.454373,0.883333
374,0.515411,0.95
375,0.431656,1.0
376,0.444908,1.0
377,0.41609,1.0
378,0.50102,1.0
379,0.450486,1.0
380,0.428766,0.85
381,0.485894,0.933333
382,0.435084,0.95
383,0.487942,1.0
384,0.424446,1.0
385,0.453187,1.0
386,0.454058,0.85
387,0.44746,0.883333
388,0.530974,0.95
389,0.437224,0.9
390,0.479165,0.95
391,0.426985,0.95
392,0.447413,1.0
393,0.466696,0.933333
394,0.442935,1.0
395,0.442444,1.0
396,0.451723,1.0
397,0.505426,0.95
398,0.539302,1.0
399,0.47304,0.808333
400,0.405152,0.8
401,0.507313,1.0
402,0.485881,0.9
403,0.470414,1.0
404,0.509441,1.0
405,0.527529,1.0
406,0.538964,1.0
407,0.574373,1.0
408,0.597394,1.0
409,0.503136,1.0
410,0.506238,1.0
411,0.528601,1.0
412,0.483164,1.0
413,0.41673,1.0
414,0.499641,1.0
415,0.446608,1.0
416,0.379067,0.95
417,0.435132,0.95
418,0.414247,1.0
419,0.423967,1.0
420,0.48277,1.0
421,0.462618,1.0
422,0.433957,1.0
423,0.463855,1.0
424,0.465094,1.0
425,0.393525,0.8
426,0.425753,0.95
427,0.488721,1.0
428,0.441792,0.9
429,0.408396,1.0
430,0.439388,0.816667
431,0.483941,1.0
432,0.465548,0.95
433,0.458128,0.766667
434,0.49254,1.0
435,0.553379,1.0
436,0.505095,1.0
437,0.514947,1.0
438,0.531299,1.0
439,0.524627,0.95
440,0.484201,1.0
441,0.459652,1.0
442,0.475561,1.0
443,0.475758,0.9
444,0.475119,1.0
445,0.438302,0.95
446,0.399144,0.883333
447,0.473573,0.85
448,0.477,1.0
449,0.426593,0.8
450,0.451324,0.85
451,0.570378,1.0
452,0.468271,1.0
453,0.4822,0.95
454,0.466175,1.0
455,0.479273,0.875
456,0.48823,0.9
457,0.471303,1.0
458,0.514898,1.0
459,0.447687,0.883333
460,0.517745,1.0
461,0.567056,1.0
462,0.579571,1.0
463,0.524238,1.0
464,0.454073,1.0
465,0.562611,1.0
466,0.584944,1.0
467,0.542699,1.0
468,0.496356,1.0
469,0.445003,1.0
470,0.511485,1.0
471,0.511499,1.0
472,0.511504,1.0
473,0.535229,1.0
474,0.501373,1.0
475,0.486214,1.0
476,0.526611,1.0
477,0.548582,1.0
478,0.514167,0.95
479,0.443032,1.0
480,0.435131,0.9
481,0.519972,0.933333
482,0.411093,0.825
483,0.516369,0.95
484,0.47173,0.833333
485,0.44987,0.933333
486,0.446362,0.95
487,0.477728,1.0
488,0.466608,1.0
489,0.492365,1.0
490,0.427249,0.758333
491,0.473353,0.766667
492,0.435201,0.95
493,0.478492,1.0
494,0.474804,0.9
495,0.489413,0.816667
496,0.490474,0.933333
497,0.427693,0.783333
498,0.464421,0.95
499,0.462936,1.0
500,0.523164,1.0
501,0.530278,1.0
502,0.485581,0.9
503,0.528242,1.0
